Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size
25196,5,52,8,16.0,3
25197,6,48,9,67.6,5
25198,6,74,2,31.7,3
25199,2,84,4,41.6,1
25200,8,67,9,44.2,4
25201,0,42,6,44.4,3
25202,3,75,9,50.5,7
25203,0,65,4,72.3,6
25204,0,73,9,49.9,1
25205,7,79,2,63.4,3
25206,0,57,10,44.2,6
25207,1,69,9,21.8,5
25208,4,84,2,27.2,8
25209,7,68,8,43.6,7
25210,5,50,9,23.1,6
25211,1,78,8,52.8,2
25212,6,45,2,69.6,5
25213,8,47,8,66.7,6
25214,6,74,1,28.9,4
25215,6,41,5,60.3,6
25216,1,39,3,64.1,6
25217,2,52,6,27.7,6
25218,6,61,3,49.2,2
25219,8,51,8,54.6,4
25220,0,52,10,25.6,6
25221,0,77,3,36.2,4
25222,2,82,4,41.9,5
25223,0,66,6,55.9,7
25224,5,80,1,23.7,7
25225,5,73,6,59.6,6
25226,1,63,9,67.4,1
25227,4,49,2,41.3,5
25228,8,64,7,64.5,5
25229,8,41,9,19.0,4
25230,5,74,8,38.5,2
25231,4,38,5,53.1,8
25232,3,51,4,34.2,7
25233,6,51,4,26.2,4
25234,5,76,1,63.9,2
25235,2,81,3,53.2,7
25236,4,62,5,20.4,2
25237,2,68,5,67.7,1
25238,5,47,2,42.9,4
25239,2,72,9,57.6,4
25240,1,55,10,69.8,6
25241,2,42,3,23.0,4
25242,0,49,5,29.8,7
25243,0,49,8,53.6,3
25244,5,54,7,56.2,1
25245,5,89,9,38.0,2
25246,5,46,6,65.3,4
25247,3,71,8,45.6,7
25248,5,84,10,46.2,7
25249,0,47,4,30.9,5
25250,4,86,6,15.6,8
25251,3,70,3,46.0,7
25252,3,86,6,61.9,8
25253,6,43,7,24.9,8
25254,8,67,5,68.9,8
25255,3,43,4,23.6,1
25256,3,88,9,36.8,1
25257,1,68,3,72.4,6
25258,6,85,6,17.6,6
25259,8,64,3,62.4,4
25260,0,60,9,34.2,8
25261,4,54,3,44.7,1
25262,0,66,5,57.0,4
25263,5,76,5,66.9,5
25264,4,41,9,25.7,3
25265,0,65,7,54.2,1
25266,7,83,1,49.6,8
25267,1,59,8,71.2,7
25268,8,41,4,50.4,1
25269,4,72,10,30.4,7
25270,4,78,6,42.5,8
25271,7,66,10,29.6,8
25272,3,57,7,59.5,8
25273,1,77,10,48.3,8
25274,0,80,1,65.7,6
25275,5,90,10,24.7,5
25276,4,61,7,45.2,4
25277,1,82,7,35.6,7
25278,8,41,5,68.0,7
25279,0,72,5,64.0,3
25280,4,70,4,31.8,2
25281,2,69,1,35.9,4
25282,5,43,1,43.9,3
25283,5,57,4,40.2,3
25284,0,69,7,50.4,8
25285,8,73,5,34.5,2
25286,1,39,4,38.6,7
25287,2,39,4,58.0,4
25288,4,41,1,15.8,1
25289,5,62,9,24.7,3
25290,6,72,1,54.7,2
25291,2,52,7,28.4,6
25292,4,71,10,38.3,5
25293,4,45,10,17.7,8
25294,2,60,5,43.0,4
25295,8,85,10,16.3,8
25296,1,51,8,46.1,5
25297,4,81,9,22.4,5
25298,4,75,6,71.1,4
25299,1,65,9,40.8,4
25300,6,65,7,59.2,8
25301,2,57,1,41.4,7
25302,8,42,9,29.3,8
25303,2,38,10,24.0,1
25304,4,69,7,61.8,1
25305,0,71,6,55.8,5
25306,4,54,7,54.5,6
25307,6,86,6,42.3,3
25308,8,55,4,24.7,3
25309,6,53,4,29.2,3
25310,8,88,3,39.4,4
25311,0,38,5,45.3,3
25312,5,38,5,63.1,6
25313,4,64,4,37.4,8
25314,0,83,10,70.6,4
25315,5,65,10,54.8,4
25316,5,74,8,61.2,3
25317,7,50,4,54.2,6
25318,3,38,6,32.2,2
25319,2,62,10,70.9,4
25320,0,48,10,67.0,8
25321,5,43,9,20.1,8
25322,2,47,5,68.9,2
25323,8,74,5,15.8,7
25324,4,60,2,47.9,7
25325,1,86,5,63.9,7
25326,4,85,2,27.4,6
25327,1,83,1,42.8,6
25328,4,46,8,45.5,4
25329,3,43,2,36.6,4
25330,2,64,8,27.5,4
25331,7,47,1,22.1,3
25332,4,47,10,67.2,8
25333,6,62,7,63.5,4
25334,2,45,4,38.5,3
25335,8,59,9,42.0,3
25336,2,44,2,23.6,1
25337,2,88,9,71.0,4
25338,3,57,9,63.6,7
25339,5,61,7,66.4,7
25340,6,86,4,20.9,6
25341,2,55,8,26.8,6
25342,3,55,7,52.1,1
25343,7,58,9,70.9,5
25344,7,82,6,59.5,2
25345,3,41,4,29.9,6
25346,6,70,3,30.0,6
25347,2,76,7,62.1,4
25348,6,70,4,29.4,3
25349,2,60,9,36.5,4
25350,0,63,3,18.6,4
25351,7,73,3,48.3,8
25352,7,55,6,19.4,4
25353,7,90,9,28.6,1
25354,1,83,7,25.6,7
25355,1,51,1,32.3,6
25356,3,56,8,25.8,5
25357,5,40,7,55.0,3
25358,1,89,5,44.8,5
25359,8,86,6,44.4,5
25360,7,53,2,28.7,3
25361,0,83,8,66.9,2
25362,7,75,5,64.1,1
25363,6,41,6,71.0,5
25364,3,60,8,30.8,5
25365,2,70,3,67.3,7
25366,6,45,10,23.0,7
25367,6,53,4,59.3,2
25368,5,66,5,48.2,7
25369,5,85,4,67.7,4
25370,3,49,9,53.8,2
25371,2,62,5,38.1,5
25372,5,71,3,15.6,8
25373,6,81,6,50.0,6
25374,7,82,1,37.5,1
25375,4,73,4,18.5,5
25376,1,65,1,54.7,4
25377,3,68,2,32.1,6
25378,3,85,5,67.9,1
25379,1,79,10,46.2,5
25380,5,90,7,70.9,3
25381,8,89,6,31.9,4
25382,7,73,9,58.5,3
25383,1,82,1,36.0,6
25384,2,42,10,71.8,7
25385,1,52,7,34.2,6
25386,4,39,2,29.0,5
25387,2,49,9,15.6,3
25388,5,67,6,22.3,6
25389,3,84,3,20.3,2
25390,5,69,8,64.1,8
25391,7,66,7,45.4,4
25392,8,68,10,39.4,8
25393,4,43,7,33.9,5
25394,7,69,4,56.1,8
25395,0,41,7,48.7,3
25396,1,55,1,56.8,3
25397,0,70,3,16.5,6
25398,8,89,1,17.9,1
25399,2,82,10,49.5,2
25400,1,79,4,20.8,1
25401,3,46,2,29.0,8
25402,3,77,5,47.2,6
25403,3,62,1,21.9,1
25404,0,71,6,62.6,8
25405,3,79,6,29.7,6
25406,3,83,3,57.9,6
25407,5,77,3,56.3,8
25408,0,39,7,68.7,5
25409,3,81,7,57.3,1
25410,0,44,9,34.4,8
25411,1,59,3,57.9,3
25412,1,63,9,62.7,3
25413,6,65,9,67.3,8
25414,5,70,8,29.2,3
25415,8,73,5,57.7,7
25416,8,87,2,70.9,5
25417,0,41,8,27.4,2
25418,7,82,8,15.6,3
25419,8,88,9,66.5,1
25420,2,41,2,30.8,5
25421,8,44,7,42.8,4
25422,0,81,4,24.5,1
25423,0,70,4,55.4,7
25424,3,53,8,45.8,6
25425,6,74,7,41.9,8
25426,2,64,9,63.2,1
25427,6,54,4,61.1,6
25428,3,45,7,40.8,5
25429,1,49,4,29.3,1
25430,3,46,6,43.1,4
25431,6,39,5,28.1,5
25432,3,43,4,35.5,2
25433,2,74,3,26.9,8
25434,1,75,5,36.4,4
25435,8,72,4,52.8,3
25436,4,55,3,28.2,4
25437,6,81,4,38.5,7
25438,4,38,2,47.6,2
25439,4,39,9,61.9,2
25440,0,85,6,64.5,4
25441,8,65,1,21.7,7
25442,1,62,5,52.9,7
25443,5,67,1,57.0,7
25444,3,77,6,46.1,5
25445,8,56,4,44.5,2
25446,4,54,2,66.6,3
25447,7,67,1,59.5,1
25448,4,69,10,61.3,6
25449,2,88,8,59.0,7
25450,3,88,1,27.1,3
25451,1,52,1,64.8,7
25452,4,87,5,27.2,3
25453,1,62,1,71.7,2
25454,6,51,9,39.3,2
25455,7,57,1,36.2,7
25456,1,50,9,16.4,8
25457,7,57,10,64.4,3
25458,2,83,4,31.4,8
25459,6,74,3,47.6,4
25460,5,50,6,37.8,7
25461,3,86,7,71.6,1
25462,8,48,7,18.6,5
25463,2,86,5,53.2,5
25464,0,87,4,29.8,7
25465,8,72,6,22.9,1
25466,8,82,8,22.5,6
25467,7,42,6,36.2,6
25468,2,47,3,17.1,2
25469,5,38,5,26.2,5
25470,5,42,3,40.3,4
25471,4,45,7,32.4,2
25472,3,82,6,52.3,6
25473,1,41,4,33.0,7
25474,1,87,10,45.8,2
25475,2,80,4,58.6,7
25476,8,72,8,42.0,3
25477,2,56,7,54.1,1
25478,2,68,8,39.4,6
25479,0,53,10,71.6,3
25480,6,55,2,54.0,3
25481,7,76,10,35.2,8
25482,3,60,2,45.0,5
25483,7,40,7,46.6,2
25484,7,88,10,41.1,5
25485,0,63,5,54.5,8
25486,8,78,3,33.9,4
25487,3,86,9,16.8,8
25488,1,55,5,49.4,8
25489,4,55,10,16.2,6
25490,4,67,2,28.9,5
25491,2,52,8,63.2,6
25492,3,61,1,60.3,5
25493,6,81,4,69.7,4
25494,2,90,1,34.2,3
25495,3,67,5,51.7,6
25496,2,55,2,40.3,8
25497,6,41,3,66.1,3
25498,1,73,2,53.5,7
25499,3,45,5,46.5,5
25500,8,53,8,19.5,6
25501,8,54,6,27.6,4
25502,2,68,2,50.3,5
25503,5,73,8,51.6,8
25504,0,71,4,49.0,7
25505,8,73,9,15.1,6
25506,8,86,6,56.3,1
25507,6,65,7,22.0,2
25508,1,58,2,34.3,8
25509,3,56,8,15.2,4
25510,6,63,2,70.6,2
25511,5,60,10,23.4,4
25512,3,48,3,49.2,4
25513,0,78,2,20.1,6
25514,6,39,2,45.1,7
25515,3,85,2,72.9,1
25516,5,87,7,58.5,8
25517,6,39,5,49.7,7
25518,6,38,3,20.8,4
25519,2,52,7,17.5,7
25520,4,43,3,35.4,3
25521,2,80,5,36.3,3
25522,2,46,6,48.0,7
25523,8,55,7,55.4,6
25524,0,67,7,59.8,7
25525,2,80,3,39.2,4
25526,1,41,4,58.4,1
25527,6,76,3,38.4,3
25528,6,66,7,23.3,2
25529,8,57,5,51.4,6
25530,1,52,8,47.8,5
25531,4,83,10,33.7,3
25532,8,85,9,56.1,4
25533,4,69,1,29.2,6
25534,4,77,7,44.9,5
25535,3,81,2,44.4,1
25536,0,66,5,58.1,8
25537,7,73,2,67.0,3
25538,8,64,10,70.0,1
25539,0,44,4,23.3,2
25540,0,57,3,25.1,5
25541,1,42,9,38.8,3
25542,1,43,7,23.2,3
25543,8,78,5,50.6,1
25544,2,48,1,60.1,2
25545,3,47,10,68.4,4
25546,0,67,7,45.0,4
25547,4,63,4,38.9,8
25548,8,83,6,50.0,2
25549,7,55,5,21.3,1
25550,0,73,6,20.3,7
25551,1,59,5,30.6,8
25552,4,44,1,47.3,8
25553,1,49,10,41.0,7
25554,6,38,6,20.7,4
25555,2,78,8,50.9,6
25556,3,57,5,51.1,6
25557,6,77,8,46.4,2
25558,2,59,10,15.2,7
25559,5,61,7,41.7,6
25560,0,41,3,59.5,3
25561,7,67,5,56.9,3
25562,3,90,6,17.0,8
25563,2,88,7,52.1,4
25564,7,57,10,47.2,3
25565,6,77,5,36.5,4
25566,4,45,4,68.2,1
25567,6,77,1,47.7,6
25568,5,69,6,19.7,8
25569,7,41,9,58.8,4
25570,1,84,8,53.1,6
25571,2,50,5,16.2,7
25572,1,63,6,23.5,2
25573,4,73,6,37.8,1
25574,2,44,5,50.1,1
25575,7,74,10,32.8,1
25576,4,67,2,53.2,6
25577,0,89,2,16.2,3
25578,5,86,6,57.3,3
25579,5,44,9,58.4,3
25580,7,54,5,37.0,2
25581,3,70,6,52.4,5
25582,8,62,1,65.7,6
25583,3,71,4,28.4,1
25584,2,64,6,49.7,8
25585,4,57,6,48.2,8
25586,7,39,7,65.1,8
25587,8,52,10,65.8,7
25588,7,68,4,27.7,5
25589,5,53,9,18.7,8
25590,5,52,9,31.4,8
25591,0,44,10,64.2,8
25592,5,83,4,48.3,8
25593,3,79,9,56.6,5
25594,2,88,9,41.2,7
25595,7,82,5,32.3,7
25596,0,42,8,33.1,1
25597,6,79,4,36.3,8
25598,5,41,8,69.2,4
25599,2,89,1,34.1,2
25600,1,77,4,23.7,4
25601,1,60,2,55.3,5
25602,6,77,9,65.5,4
25603,5,58,5,54.4,5
25604,7,66,7,48.5,6
25605,8,40,5,33.2,2
25606,8,40,7,16.1,2
25607,4,67,9,67.4,1
25608,4,71,5,30.8,7
25609,2,77,6,65.2,3
25610,1,81,4,46.5,7
25611,5,59,3,39.5,7
25612,7,85,3,52.9,4
25613,3,51,6,30.0,4
25614,5,40,1,49.3,4
25615,7,79,1,45.3,2
25616,2,43,7,27.7,8
25617,6,74,5,29.0,6
25618,5,64,1,22.6,7
25619,5,87,10,38.2,4
25620,1,44,2,71.8,6
25621,5,53,5,63.6,2
25622,5,69,3,24.5,3
25623,2,58,9,20.8,7
25624,7,42,8,69.5,1
25625,4,53,7,71.2,1
25626,0,77,7,54.6,4
25627,2,74,4,32.5,4
25628,3,80,6,58.2,2
25629,3,77,3,55.9,4
25630,5,84,5,23.4,3
25631,3,69,3,70.6,3
25632,8,76,1,72.7,4
25633,7,65,7,15.5,6
25634,0,85,7,72.8,1
25635,1,49,2,59.0,3
25636,5,74,4,26.6,2
25637,7,56,7,72.7,6
25638,7,58,1,31.7,6
25639,0,62,3,59.9,6
25640,3,70,6,39.8,7
25641,3,73,4,37.8,6
25642,7,62,9,57.4,7
25643,3,52,1,26.1,1
25644,2,86,9,67.2,2
25645,3,81,10,65.4,6
25646,8,48,9,52.6,4
25647,7,39,2,63.8,5
25648,0,54,7,27.0,6
25649,8,55,5,51.4,8
25650,7,43,1,41.6,5
25651,1,90,10,63.7,4
25652,3,69,1,32.1,7
25653,7,84,8,58.2,8
25654,5,58,1,31.4,5
25655,6,82,3,42.4,4
25656,1,86,1,57.2,1
25657,1,56,2,47.8,3
25658,0,54,6,38.4,6
25659,2,47,4,60.5,5
25660,3,64,10,57.5,7
25661,4,75,1,25.7,1
25662,3,49,3,15.9,4
25663,2,48,2,33.6,7
25664,7,79,2,26.5,3
25665,3,55,8,60.8,7
25666,3,66,9,28.3,6
25667,5,84,1,37.9,7
25668,0,60,8,72.4,6
25669,1,74,3,62.5,1
25670,2,49,8,56.4,7
25671,2,45,5,61.3,5
25672,0,55,9,44.4,8
25673,8,47,6,69.9,4
25674,7,42,7,23.7,1
25675,7,44,1,63.7,5
25676,0,61,9,33.8,6
25677,7,39,10,68.3,7
25678,3,83,8,63.1,7
25679,4,86,8,34.9,6
25680,4,59,9,61.7,2
25681,5,71,10,16.7,6
25682,8,46,1,24.9,2
25683,5,72,1,19.1,2
25684,4,72,9,66.1,6
25685,2,42,1,42.4,5
25686,6,62,2,69.7,7
25687,7,74,6,65.8,4
25688,5,81,4,52.1,7
25689,4,72,8,39.3,8
25690,7,49,10,53.0,4
25691,6,55,6,62.3,6
25692,2,46,7,17.6,2
25693,2,90,2,72.6,3
25694,7,81,1,16.2,1
25695,3,68,2,72.3,8
25696,4,63,9,50.4,3
25697,0,60,4,37.9,8
25698,7,62,3,19.5,3
25699,7,75,8,43.5,3
25700,8,56,1,44.4,8
25701,3,86,3,21.2,5
25702,7,50,2,58.0,7
25703,0,81,3,70.8,3
25704,7,43,4,38.9,3
25705,5,61,6,71.3,1
25706,4,66,4,30.7,7
25707,6,70,4,19.1,5
25708,7,74,10,70.8,2
25709,3,64,2,37.5,7
25710,8,83,5,19.3,6
25711,3,43,4,57.1,7
25712,2,69,10,24.9,5
25713,3,84,3,36.8,6
25714,7,89,6,32.7,4
25715,0,84,1,63.0,6
25716,6,87,7,62.6,8
25717,7,89,6,60.7,7
25718,6,73,5,44.5,5
25719,4,79,6,69.7,3
25720,0,53,1,41.2,3
25721,4,48,4,36.2,4
25722,6,66,8,69.4,2
25723,6,89,8,66.8,5
25724,6,64,10,52.8,4
25725,0,90,2,72.0,8
25726,0,41,5,29.0,5
25727,1,48,4,69.8,7
25728,6,63,2,43.8,4
25729,2,39,5,15.0,6
25730,4,44,6,51.4,4
25731,4,53,9,61.4,1
25732,5,75,10,50.3,5
25733,6,73,8,16.3,2
25734,0,47,1,52.8,5
25735,7,80,3,32.3,3
25736,7,76,3,31.0,5
25737,3,76,1,65.5,6
25738,6,68,8,32.5,5
25739,0,41,2,58.1,6
25740,4,41,9,71.8,1
25741,3,87,6,59.6,5
25742,0,89,7,69.6,8
25743,8,58,2,22.3,2
25744,6,89,9,24.0,4
25745,0,59,9,61.6,2
25746,4,45,8,33.8,2
25747,1,86,2,58.6,6
25748,7,48,5,28.1,3
25749,3,40,8,67.3,7
25750,2,46,8,59.0,7
25751,1,75,6,33.0,5
25752,6,42,7,35.2,2
25753,5,88,8,47.0,1
25754,6,86,6,42.2,2
25755,5,50,3,63.1,7
25756,8,76,9,39.6,5
25757,6,74,4,61.6,6
25758,8,83,4,19.6,2
25759,3,87,8,39.7,2
25760,5,72,3,45.1,2
25761,5,45,1,24.9,8
25762,4,62,8,23.9,1
25763,1,76,7,44.2,4
25764,0,85,10,19.5,6
25765,6,83,10,59.2,6
25766,6,82,9,36.5,7
25767,4,58,8,27.9,8
25768,8,39,2,48.8,4
25769,5,44,1,34.1,2
25770,0,84,8,63.4,5
25771,2,77,9,24.8,1
25772,4,39,10,20.0,7
25773,7,83,4,33.9,3
25774,0,74,9,15.0,3
25775,8,71,9,60.7,8
25776,8,82,4,64.6,3
25777,3,63,5,53.7,3
25778,4,64,1,51.0,5
25779,6,61,8,63.8,2
25780,6,44,8,42.2,6
25781,5,63,3,37.0,7
25782,8,74,10,33.8,6
25783,5,62,1,35.1,8
25784,8,57,10,39.9,8
25785,6,44,9,43.4,3
25786,7,72,8,41.9,5
25787,3,40,10,62.2,4
25788,1,73,7,35.3,2
25789,0,67,5,47.5,3
25790,1,49,2,52.3,3
25791,3,77,9,68.0,5
25792,5,63,2,69.6,3
25793,8,87,7,59.4,8
25794,1,60,4,37.6,4
25795,1,51,2,56.1,5
25796,7,80,2,53.2,7
25797,3,69,3,37.8,8
25798,4,78,4,51.9,2
25799,4,49,3,64.3,4
25800,6,79,2,41.9,6
25801,4,86,7,65.3,8
25802,5,86,2,30.8,4
25803,0,49,2,40.3,4
25804,0,65,2,40.0,7
25805,5,43,1,67.7,2
25806,5,38,3,51.0,5
25807,6,50,5,55.3,2
25808,6,82,3,60.7,2
25809,7,87,9,32.6,1
25810,6,82,6,48.5,3
25811,8,74,1,27.1,1
25812,0,65,3,58.2,5
25813,4,86,7,39.9,8
25814,4,56,6,48.3,8
25815,5,40,10,51.6,8
25816,7,39,5,70.9,6
25817,2,61,6,15.7,3
25818,8,88,1,26.2,7
25819,5,50,5,50.6,5
25820,8,90,2,54.7,3
25821,7,47,1,29.3,6
25822,5,59,2,59.7,3
25823,8,64,2,50.7,2
25824,4,84,2,26.8,3
25825,7,49,3,32.6,8
25826,5,59,2,42.7,8
25827,3,64,3,24.1,1
25828,8,76,1,20.6,6
25829,7,61,1,30.9,7
25830,1,44,9,54.9,6
25831,2,66,4,42.8,6
25832,3,72,5,72.7,3
25833,0,84,9,28.8,5
25834,3,65,9,53.6,7
25835,8,49,4,41.4,7
25836,3,59,6,25.8,6
25837,4,56,10,18.9,1
25838,4,61,5,49.5,4
25839,4,41,2,44.1,3
25840,4,42,4,18.9,6
25841,6,87,4,17.0,1
25842,1,73,9,63.8,1
25843,0,87,9,55.7,2
25844,3,70,2,22.6,4
25845,7,74,6,60.6,2
25846,8,63,6,54.9,6
25847,2,48,5,25.4,2
25848,4,39,6,57.5,2
25849,4,84,2,54.7,7
25850,0,39,4,27.7,3
25851,6,55,9,30.8,1
25852,3,38,3,33.8,2
25853,6,52,4,53.0,7
25854,1,82,7,23.4,2
25855,3,88,2,27.8,1
25856,7,57,3,60.2,6
25857,6,86,6,45.8,6
25858,1,45,8,37.9,6
25859,7,38,7,44.4,4
25860,4,61,8,54.9,5
25861,7,79,10,65.1,5
25862,4,38,6,47.0,1
25863,4,71,7,55.3,1
25864,1,54,7,42.8,7
25865,3,65,6,25.6,4
25866,8,88,9,62.1,3
25867,5,65,7,32.5,4
25868,5,84,8,16.7,8
25869,4,71,6,59.1,1
25870,3,72,3,17.9,4
25871,3,70,10,19.9,4
25872,4,62,5,29.8,5
25873,4,63,4,61.9,4
25874,5,68,1,57.7,1
25875,8,45,3,69.0,4
25876,2,72,2,25.3,7
25877,3,42,5,17.3,3
25878,6,77,6,45.7,4
25879,3,90,3,22.2,5
25880,8,63,8,49.8,4
25881,8,40,4,62.1,6
25882,8,47,10,21.9,7
25883,2,52,1,18.7,7
25884,2,85,7,44.2,2
25885,6,57,4,35.5,6
25886,3,60,10,16.1,5
25887,2,89,4,64.6,8
25888,4,79,10,51.3,6
25889,0,78,2,59.8,1
25890,2,86,3,65.4,3
25891,8,57,9,24.2,8
25892,8,64,3,61.4,1
25893,0,58,6,57.5,1
25894,5,41,2,22.6,2
25895,6,89,8,52.3,4
25896,3,59,7,43.2,1
25897,6,47,7,15.7,6
25898,4,88,8,50.7,8
25899,5,54,4,35.1,1
25900,5,58,8,59.6,7
25901,0,75,6,28.2,4
25902,4,65,1,15.5,7
25903,2,57,6,67.2,3
25904,6,51,9,61.2,7
25905,7,73,7,57.1,4
25906,5,89,9,64.2,2
25907,1,48,10,67.6,4
25908,6,79,1,47.6,8
25909,7,60,6,70.1,3
25910,3,75,3,55.4,2
25911,4,78,6,63.7,1
25912,6,66,10,46.7,6
25913,7,40,8,33.6,7
25914,2,81,8,31.2,7
25915,7,81,1,49.9,2
25916,1,62,8,28.8,4
25917,3,38,5,71.2,3
25918,6,38,2,35.5,5
25919,3,53,2,54.5,5
25920,6,44,8,29.9,5
25921,6,44,8,17.6,6
25922,3,55,1,40.9,8
25923,4,49,1,46.1,4
25924,3,76,1,49.7,8
25925,2,61,3,52.4,3
25926,5,70,8,24.3,8
25927,2,62,9,58.6,1
25928,7,69,7,56.2,7
25929,7,75,10,48.4,7
25930,3,86,3,54.4,5
25931,1,85,4,66.4,7
25932,5,49,3,58.4,2
25933,2,69,8,67.6,3
25934,8,85,4,50.5,6
25935,4,52,6,34.9,6
25936,1,45,9,49.5,8
25937,2,82,2,32.2,7
25938,7,40,4,64.3,2
25939,5,66,1,22.5,2
25940,5,79,6,41.5,6
25941,1,80,3,70.3,7
25942,8,65,5,49.5,2
25943,6,56,2,61.4,6
25944,6,75,5,24.1,1
25945,8,73,2,25.1,4
25946,4,71,8,57.6,7
25947,7,51,7,24.0,2
25948,4,73,9,56.7,8
25949,2,45,2,18.8,8
25950,1,89,3,39.8,8
25951,7,66,1,29.5,5
25952,3,70,4,25.7,5
25953,5,82,7,21.4,5
25954,7,74,3,20.4,4
25955,6,39,5,48.9,4
25956,8,78,10,69.8,4
25957,6,88,2,32.5,5
25958,0,69,4,62.3,2
25959,6,79,9,48.2,6
25960,8,39,2,60.1,4
25961,1,45,8,35.0,3
25962,0,65,6,26.3,7
25963,8,61,10,56.5,1
25964,5,66,2,41.2,7
25965,8,69,10,69.0,4
25966,6,44,1,19.6,8
25967,6,55,8,43.5,8
25968,1,81,10,33.9,8
25969,0,44,6,60.7,5
25970,5,47,8,25.1,6
25971,5,57,7,52.8,4
25972,1,64,2,42.6,6
25973,2,69,6,26.6,4
25974,7,69,3,36.9,6
25975,0,58,4,45.6,3
25976,2,47,10,15.8,7
25977,0,83,9,51.0,3
25978,0,84,9,20.8,7
25979,2,60,7,18.8,6
25980,0,43,4,38.7,4
25981,2,89,4,22.0,3
25982,0,41,3,29.6,2
25983,2,48,5,21.0,4
25984,4,65,4,57.0,1
25985,7,74,5,64.3,6
25986,2,49,1,39.7,7
25987,4,46,2,27.6,6
25988,6,75,1,68.7,5
25989,0,46,10,60.1,6
25990,1,78,6,66.9,8
25991,7,45,1,45.0,1
25992,7,50,5,53.2,4
25993,5,63,7,33.1,2
25994,4,59,4,67.7,3
25995,1,73,1,64.2,2
25996,8,47,6,30.2,3
25997,7,57,5,29.2,7
25998,8,58,8,27.8,5
25999,2,48,1,35.9,2
26000,6,90,8,34.1,4
26001,3,90,7,18.7,7
26002,3,54,3,30.1,1
26003,8,75,4,44.2,4
26004,8,84,5,68.2,7
26005,7,48,5,26.5,7
26006,2,75,4,44.2,1
26007,5,75,8,57.1,8
26008,0,72,8,48.4,3
26009,2,60,2,57.6,1
26010,6,87,9,34.1,8
26011,0,58,1,25.9,2
26012,4,52,1,17.1,1
26013,6,55,9,49.8,6
26014,1,60,10,53.8,1
26015,6,43,9,53.5,3
26016,3,49,2,19.3,1
26017,7,75,5,38.0,1
26018,6,58,8,62.3,8
26019,3,55,6,33.2,7
26020,0,48,5,66.2,6
26021,5,41,1,39.5,4
26022,3,55,5,38.1,5
26023,3,58,8,55.0,8
26024,0,88,2,46.1,8
26025,0,55,8,20.9,2
26026,7,44,7,67.9,4
26027,7,61,3,22.9,1
26028,3,74,2,28.9,2
26029,7,60,7,16.3,7
26030,4,44,5,68.2,3
26031,8,65,10,39.1,4
26032,7,50,8,49.9,1
26033,8,77,8,37.7,7
26034,8,55,4,54.1,5
26035,3,82,7,54.1,3
26036,4,90,3,34.5,5
26037,2,47,2,70.6,6
26038,7,77,9,60.6,1
26039,5,52,6,64.5,4
26040,2,38,6,32.3,7
26041,8,74,5,51.5,6
26042,6,72,9,45.6,3
26043,5,78,4,18.3,1
26044,3,61,8,49.9,5
26045,3,88,1,59.0,3
26046,2,46,9,59.9,5
26047,7,66,9,39.4,6
26048,1,57,9,46.8,5
26049,1,46,1,33.7,7
26050,7,71,9,57.3,1
26051,0,46,3,55.4,2
26052,1,72,9,55.7,5
26053,3,74,2,42.4,3
26054,7,75,2,71.1,8
26055,3,53,5,66.7,6
26056,2,48,6,20.1,6
26057,7,57,2,72.9,7
26058,7,71,5,68.3,5
26059,6,41,7,49.3,1
26060,3,79,2,26.2,7
26061,1,64,9,30.9,4
26062,4,72,8,15.8,5
26063,3,83,1,60.1,2
26064,6,65,10,61.4,8
26065,4,82,3,58.1,3
26066,3,86,6,28.9,3
26067,6,86,5,60.4,8
26068,1,42,2,18.7,3
26069,6,56,4,65.5,8
26070,3,61,4,70.8,1
26071,5,45,3,16.5,5
26072,5,70,7,31.1,2
26073,2,57,2,40.2,7
26074,3,71,7,16.6,6
26075,8,76,8,42.7,2
26076,0,57,9,72.8,5
26077,5,66,5,58.0,3
26078,2,44,10,20.4,6
26079,8,63,1,53.2,4
26080,7,83,2,66.1,2
26081,5,80,1,62.6,4
26082,6,78,7,58.3,3
26083,4,73,2,29.0,8
26084,0,70,2,60.0,4
26085,7,77,1,68.2,6
26086,8,39,5,17.7,5
26087,3,52,8,15.9,3
26088,5,68,8,18.0,4
26089,3,41,2,19.5,4
26090,1,48,1,61.0,5
26091,1,63,7,68.2,7
26092,7,59,1,58.6,8
26093,3,60,5,64.5,7
26094,7,69,10,40.8,2
26095,2,47,7,26.3,6
26096,7,61,9,15.3,6
26097,7,45,10,70.4,2
26098,6,78,5,41.7,1
26099,8,47,6,67.9,5
26100,3,61,6,37.8,3
26101,6,38,2,31.3,3
26102,6,77,1,46.9,5
26103,1,82,2,71.2,7
26104,6,81,2,54.2,8
26105,0,60,5,28.6,3
26106,3,52,1,18.6,3
26107,4,74,10,44.1,7
26108,1,89,8,37.1,5
26109,7,89,8,50.8,5
26110,2,75,1,58.7,7
26111,3,79,9,60.3,2
26112,0,46,2,56.1,5
26113,5,71,9,46.6,4
26114,3,54,1,31.4,6
26115,7,79,9,35.7,6
26116,2,83,7,42.3,2
26117,6,86,1,44.4,8
26118,5,81,2,57.1,5
26119,6,49,2,43.0,7
26120,1,54,2,23.0,7
26121,8,87,1,46.6,4
26122,3,69,1,68.7,1
26123,2,51,6,17.7,6
26124,7,84,5,41.0,7
26125,2,66,5,31.7,4
26126,6,84,6,59.2,8
